Age,ADM[x10^22 Am^2]
21.95,7.5194
21.9,7.57009
21.85,7.60242
21.8,7.61871
21.75,7.62285
21.7,7.61897
21.65,7.6107
21.6,7.59958
21.55,7.58742
21.5,7.57553
21.45,7.56518
21.4,7.55639
21.35,7.54915
21.3,7.54346
21.25,7.53932
21.2,7.53751
21.15,7.53984
21.1,7.54708
21.05,7.56053
21,7.58018
20.95,7.60527
20.9,7.63578
20.85,7.6707
20.8,7.70587
20.75,7.73665
20.7,7.75863
20.65,7.76768
20.6,7.76251
20.55,7.74234
20.5,7.70613
20.45,7.65466
20.4,7.59337
20.35,7.52846
20.3,7.46639
20.25,7.41259
20.2,7.36578
20.15,7.32311
20.1,7.28173
20.05,7.23932
20,7.19458
19.95,7.14647
19.9,7.09397
19.85,7.03656
19.8,6.97682
19.75,6.91811
19.7,6.86328
19.65,6.81544
19.6,6.77458
19.55,6.74096
19.5,6.71458
19.45,6.69518
19.4,6.68199
19.35,6.67449
19.3,6.67242
19.25,6.67527
19.2,6.68509
19.15,6.70527
19.1,6.73785
19.05,6.78544
19,6.84751
18.95,6.92354
18.9,7.01225
18.85,7.11311
18.8,7.22432
18.75,7.34509
18.7,7.47363
18.65,7.60785
18.6,7.7413
18.55,7.86647
18.5,7.97587
18.45,8.06277
18.4,8.12535
18.35,8.16208
18.3,8.17165
18.25,8.15458
18.2,8.11501
18.15,8.05966
18.1,7.99423
18.05,7.92466
18,7.85432
17.95,7.78578
17.9,7.7219
17.85,7.66527
17.8,7.61458
17.75,7.56854
17.7,7.52587
17.65,7.48552
17.6,7.44802
17.55,7.4144
17.5,7.38596
17.45,7.36371
17.4,7.35001
17.35,7.34716
17.3,7.35751
17.25,7.38285
17.2,7.42061
17.15,7.4669
17.1,7.51837
17.05,7.57165
17,7.62389
16.95,7.67199
16.9,7.71337
16.85,7.7457
16.8,7.7682
16.75,7.78061
16.7,7.78268
16.65,7.77415
16.6,7.75837
16.55,7.73846
16.5,7.71751
16.45,7.69837
16.4,7.68285
16.35,7.67096
16.3,7.66371
16.25,7.66165
16.2,7.66475
16.15,7.67328
16.1,7.68699
16.05,7.70613
16,7.73173
15.95,7.76509
15.9,7.80725
15.85,7.85975
15.8,7.9244
15.75,8.0038
15.7,8.10027
15.65,8.21406
15.6,8.34156
15.55,8.4763
15.5,8.61311
15.45,8.74553
15.4,8.86527
15.35,8.96329
15.3,9.03104
15.25,9.0613
15.2,9.05329
15.15,9.00777
15.1,8.92553
15.05,8.80811
15,8.65889
14.95,8.48173
14.9,8.28078
14.85,8.0607
14.8,7.82923
14.75,7.5957
14.7,7.36889
14.65,7.15656
14.6,6.96259
14.55,6.79035
14.5,6.64268
14.45,6.5219
14.4,6.42725
14.35,6.35742
14.3,6.31087
14.25,6.28682
14.2,6.28682
14.15,6.31294
14.1,6.36751
14.05,6.4513
14,6.55914
13.95,6.68483
13.9,6.82216
13.85,6.96389
13.8,7.0994
13.75,7.21656
13.7,7.30346
13.65,7.35104
13.6,7.35958
13.55,7.3319
13.5,7.27087
13.45,7.1819
13.4,7.08001
13.35,6.98328
13.3,6.90958
13.25,6.87311
13.2,6.87233
13.15,6.90233
13.1,6.95846
13.05,7.03527
13,7.12708
12.95,7.22794
12.9,7.3319
12.85,7.43406
12.8,7.53234
12.75,7.62492
12.7,7.71104
12.65,7.78889
12.6,7.85665
12.55,7.91199
12.5,7.95285
12.45,7.97794
12.4,7.98906
12.35,7.98906
12.3,7.98078
12.25,7.9663
12.2,7.94742
12.15,7.92466
12.1,7.89932
12.05,7.87294
12,7.85096
11.95,7.83906
11.9,7.8432
11.85,7.86751
11.8,7.9063
11.75,7.95208
11.7,7.99682
11.65,8.03432
11.6,8.06018
11.55,8.07156
11.5,8.06535
11.45,8.04053
11.4,8.00277
11.35,7.95958
11.3,7.91794
11.25,7.88484
11.2,7.86182
11.15,7.85018
11.1,7.85096
11.05,7.8644
11,7.89001
10.95,7.92622
10.9,7.97225
10.85,8.02553
10.8,8.08061
10.75,8.13104
10.7,8.16958
10.65,8.19182
10.6,8.19751
10.55,8.1882
10.5,8.1657
10.45,8.13182
10.4,8.08889
10.35,8.04053
10.3,7.98932
10.25,7.93785
10.2,7.88768
10.15,7.83984
10.1,7.79484
10.05,7.75397
10,7.7157
9.95,7.67923
9.9,7.64277
9.85,7.60527
9.8,7.56621
9.75,7.52535
9.7,7.48242
9.65,7.4382
9.6,7.39708
9.55,7.36527
9.5,7.34794
9.45,7.34923
9.4,7.36475
9.35,7.38854
9.3,7.41415
9.25,7.43613
9.2,7.45113
9.15,7.4563
9.1,7.44854
9.05,7.42604
9,7.39165
8.95,7.34871
8.9,7.30061
8.85,7.25096
8.8,7.20078
8.75,7.15113
8.7,7.10302
8.65,7.05854
8.6,7.02311
8.55,7.0032
8.5,7.00578
8.45,7.03449
8.4,7.08208
8.35,7.1382
8.3,7.19354
8.25,7.23906
8.2,7.27242
8.15,7.29337
8.1,7.30087
8.05,7.29518
8,7.28044
7.95,7.26259
7.9,7.24682
7.85,7.23699
7.8,7.2313
7.75,7.2269
7.7,7.22044
7.65,7.20984
7.6,7.19871
7.55,7.19121
7.5,7.19225
7.45,7.20544
7.4,7.23027
7.35,7.2657
7.3,7.31044
7.25,7.36268
7.2,7.41828
7.15,7.47156
7.1,7.51785
7.05,7.55277
7,7.57475
6.95,7.58406
6.9,7.58018
6.85,7.56363
6.8,7.53906
6.75,7.51242
6.7,7.4894
6.65,7.47415
6.6,7.46561
6.55,7.4607
6.5,7.45682
6.45,7.45139
6.4,7.44415
6.35,7.43406
6.3,7.42087
6.25,7.40509
6.2,7.39009
6.15,7.38078
6.1,7.38156
6.05,7.3963
6,7.4263
5.95,7.47156
5.9,7.53234
5.85,7.60811
5.8,7.69216
5.75,7.77699
5.7,7.85458
5.65,7.91872
5.6,7.96889
5.55,8.00613
5.5,8.03096
5.45,8.04466
5.4,8.04906
5.35,8.04647
5.3,8.03897
5.25,8.02837
5.2,8.01492
5.15,7.99837
5.1,7.97872
5.05,7.95647
5,7.93423
4.95,7.91484
4.9,7.90139
4.85,7.89673
4.8,7.90009
4.75,7.91044
4.7,7.92647
4.65,7.94665
4.6,7.96656
4.55,7.98208
4.5,7.98803
4.45,7.98182
4.4,7.96966
4.35,7.9588
4.3,7.95725
4.25,7.97122
4.2,7.99915
4.15,8.03794
4.1,8.08449
4.05,8.1357
4,8.18923
3.95,8.24277
3.9,8.29397
3.85,8.34053
3.8,8.38087
3.75,8.41346
3.7,8.43622
3.65,8.44759
3.6,8.44423
3.55,8.42225
3.5,8.37828
3.45,8.31053
3.4,8.22699
3.35,8.13725
3.3,8.05113
3.25,7.97794
3.2,7.92311
3.15,7.89156
3.1,7.88794
3.05,7.91613
3,7.9738
2.95,8.05759
2.9,8.16441
2.85,8.29035
2.8,8.43078
2.75,8.58053
2.7,8.73441
2.65,8.88777
2.6,9.03389
2.55,9.16734
2.5,9.28191
2.45,9.37268
2.4,9.43966
2.35,9.48337
2.3,9.50484
2.25,9.50587
2.2,9.49191
2.15,9.46889
2.1,9.44277
2.05,9.42001
2,9.40527
1.95,9.40398
1.9,9.42156
1.85,9.46113
1.8,9.51932
1.75,9.59096
1.7,9.67061
1.65,9.75182
1.6,9.82346
1.55,9.87311
1.5,9.88863
1.45,9.86096
1.4,9.79527
1.35,9.70061
1.3,9.58604
1.25,9.46035
1.2,9.33337
1.15,9.21492
1.1,9.1151
1.05,9.04191
1,8.99561
0.95,8.97466
0.9,8.97751
0.85,9.0013
0.8,9.04165
0.75,9.09208
0.7,9.14742
0.65,9.20096
0.6,9.24544
0.55,9.27337
0.5,9.27648
0.45,9.2488
0.4,9.19113
0.35,9.10656
0.3,8.99768
0.25,8.86785
0.2,8.72535
0.15,8.57872
0.1,8.43673
0.05,8.30613
0,8.18406
