#Daily/Hourly Sums represent an integration over time. Basically by summing the readings over the number of seconds in the measurement period, the units of radiant power are converted to radiant energy and are useful for studying effects related to exposure. Current available values are Caldwell biological spectral weighting function, Flint biological spectral weighting function, erythemally weighted irradiance, UV-A irradiance, and UV-B irradiance and spectral weighting function Vitamin D.
#Location: North Carolina,Raleigh
#Latitude: 35.728000 N
#Longitude: 78.680000 W
#Elevation: 120 m
#Internal ID: NC02
#Local Standard Date Time: YYYY-MM-DD
#Local Day of year: DOY
#Sums: UVA (J/(m^2 day/hour)), UVB (J/(m^2 day/hour)), Erythemal (J/(m^2 day/hour)), Flint (J/(m^2 day/hour)), Caldwell (J/(m^2 day/hour)), Vitamin D (J/(m^2 day/hour))
ID  ,Date      ,DOY,       UVA,       UVB, Erythemal,     Flint,  Caldwell, Vitamin D
NC02,2016-01-01,  1,295230.000,  5044.100,   650.130,  3204.900,   702.870,  1051.900
NC02,2016-01-02,  2,567820.000,  6838.600,   902.010,  4489.200,   835.900,  1316.900
NC02,2016-01-03,  3,370090.000,  4919.200,   635.290,  3208.800,   598.600,   944.100
NC02,2016-01-04,  4,324890.000,  4287.800,   554.370,  2798.200,   513.020,   815.030
NC02,2016-01-05,  5,570110.000,  6874.000,   908.560,  4523.000,   829.270,  1313.700
NC02,2016-01-06,  6,529140.000,  6941.200,   899.400,  4477.500,   920.170,  1401.600
NC02,2016-01-07,  7,224630.000,  3537.500,   443.500,  2247.900,   474.880,   719.250
NC02,2016-01-08,  8,161600.000,  2442.500,   305.880,  1567.500,   299.740,   470.680
NC02,2016-01-09,  9,181460.000,  2784.400,   348.150,  1779.600,   349.350,   543.500
NC02,2016-01-10, 10,578950.000,  8130.800,  1042.900,  5194.500,  1104.000,  1665.500
NC02,2016-01-11, 11,611680.000,  8050.600,  1041.100,  5182.000,  1056.000,  1615.100
NC02,2016-01-12, 12,519280.000,  6434.100,   847.210,  4234.100,   745.220,  1202.000
NC02,2016-01-13, 13,578950.000,  6640.800,   897.460,  4463.800,   730.250,  1208.700
NC02,2016-01-14, 14,588980.000,  7172.100,   950.930,  4719.000,   860.870,  1367.800
NC02,2016-01-15, 15,116780.000,  1813.700,   225.930,  1156.200,   225.140,   351.670
NC02,2016-01-16, 16,556070.000,  7698.200,   990.230,  4944.000,   994.350,  1530.600
NC02,2016-01-17, 17,149490.000,  2436.700,   302.670,  1549.500,   302.790,   473.270
NC02,2016-01-18, 18,606800.000,  7700.300,  1009.300,  5034.600,   927.760,  1471.100
NC02,2016-01-19, 19,636090.000,  8729.800,  1123.500,  5587.400,  1154.400,  1760.100
NC02,2016-01-20, 20,461970.000,  6363.000,   816.720,  4111.900,   781.620,  1228.300
NC02,2016-01-21, 21,585150.000,  8200.200,  1051.200,  5255.600,  1054.300,  1625.700
NC02,2016-01-22, 22, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2016-01-23, 23, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2016-01-24, 24,644410.000,  8197.500,  1074.100,  5364.700,   962.030,  1543.800
NC02,2016-01-25, 25,496460.000,  7095.900,   904.480,  4549.700,   893.850,  1389.600
NC02,2016-01-26, 26,571450.000,  8492.200,  1077.900,  5389.100,  1121.500,  1710.400
NC02,2016-01-27, 27,269750.000,  3972.000,   503.990,  2557.100,   489.500,   768.110
NC02,2016-01-28, 28,271100.000,  4330.600,   539.280,  2747.700,   546.620,   848.580
NC02,2016-01-29, 29,628830.000,  8296.200,  1083.500,  5411.700,   967.720,  1557.400
NC02,2016-01-30, 30,658510.000,  9313.900,  1197.200,  5972.500,  1161.300,  1814.600
NC02,2016-01-31, 31,645790.000,  9763.600,  1241.400,  6168.800,  1309.300,  1985.500
NC02,2016-02-01, 32,701970.000, 11132.000,  1410.000,  6972.200,  1580.400,  2344.500
NC02,2016-02-02, 33,373440.000,  6458.700,   801.720,  4028.900,   905.480,  1348.800
NC02,2016-02-03, 34, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2016-02-04, 35, 94575.000,  1746.000,   213.460,  1087.400,   233.460,   354.150
NC02,2016-02-05, 36,696460.000, 10149.000,  1295.400,  6479.700,  1291.800,  2001.300
NC02,2016-02-06, 37,732430.000, 11544.000,  1462.700,  7266.000,  1604.600,  2400.700
NC02,2016-02-07, 38, 72757.000,  1151.500,   143.120,   741.990,   126.900,   209.220
NC02,2016-02-08, 39,569000.000,  7905.400,  1016.300,  5133.000,   909.930,  1472.900
NC02,2016-02-09, 40,354050.000,  4750.800,   612.740,  3106.000,   532.370,   873.330
NC02,2016-02-10, 41,603730.000,  7732.100,  1025.500,  5142.500,   849.840,  1408.600
NC02,2016-02-11, 42,846780.000, 12959.000,  1660.100,  8204.600,  1804.100,  2699.200
NC02,2016-02-12, 43,233080.000,  3536.000,   445.710,  2273.900,   425.290,   674.650
NC02,2016-02-13, 44,735630.000, 10449.000,  1338.400,  6732.000,  1260.100,  1998.000
NC02,2016-02-14, 45,716720.000, 10892.000,  1379.200,  6906.800,  1423.900,  2182.200
NC02,2016-02-15, 46,127980.000,  1962.800,   246.260,  1269.900,   218.650,   358.140
NC02,2016-02-16, 47,588640.000,  8813.700,  1118.500,  5657.800,  1058.900,  1683.000
NC02,2016-02-17, 48,705930.000, 10694.000,  1353.200,  6806.500,  1338.000,  2088.700
NC02,2016-02-18, 49,809310.000, 12885.000,  1627.100,  8130.900,  1708.800,  2604.500
NC02,2016-02-19, 50,909420.000, 16266.000,  2057.400, 10064.000,  2492.300,  3597.400
