#Daily/Hourly Sums represent an integration over time. Basically by summing the readings over the number of seconds in the measurement period, the units of radiant power are converted to radiant energy and are useful for studying effects related to exposure. Current available values are Caldwell biological spectral weighting function, Flint biological spectral weighting function, erythemally weighted irradiance, UV-A irradiance, and UV-B irradiance and spectral weighting function Vitamin D.
#Location: North Carolina,Raleigh
#Latitude: 35.728000 N
#Longitude: 78.680000 W
#Elevation: 120 m
#Internal ID: NC02
#Local Standard Date Time: YYYY-MM-DD
#Local Day of year: DOY
#Sums: UVA (J/(m^2 day/hour)), UVB (J/(m^2 day/hour)), Erythemal (J/(m^2 day/hour)), Flint (J/(m^2 day/hour)), Caldwell (J/(m^2 day/hour)), Vitamin D (J/(m^2 day/hour))
ID  ,Date      ,DOY,       UVA,       UVB, Erythemal,     Flint,  Caldwell, Vitamin D
NC02,2015-01-01,  1,785200.000,  7453.200,  1055.900,  4655.300,  1083.900,  1592.900
NC02,2015-01-02,  2,327290.000,  3693.400,   491.380,  2439.300,   478.780,   736.390
NC02,2015-01-03,  3,249590.000,  2851.100,   379.270,  1893.400,   358.140,   557.930
NC02,2015-01-04,  4,320550.000,  3199.600,   431.950,  2124.600,   407.380,   631.320
NC02,2015-01-05,  5,679130.000,  6801.300,   931.520,  4536.600,   869.780,  1346.300
NC02,2015-01-06,  6,641910.000,  6011.000,   839.980,  4078.000,   729.110,  1154.700
NC02,2015-01-07,  7,317990.000,  3317.800,   454.950,  2247.200,   404.500,   638.750
NC02,2015-01-08,  8,651770.000,  5408.600,   790.310,  3786.200,   608.220,   997.590
NC02,2015-01-09,  9,669190.000,  7202.900,   977.040,  4746.600,   972.410,  1473.200
NC02,2015-01-10, 10,684850.000,  6935.800,   954.130,  4630.700,   899.020,  1384.800
NC02,2015-01-11, 11,655040.000,  6611.500,   903.290,  4384.100,   874.130,  1335.700
NC02,2015-01-12, 12,126240.000,  1498.900,   198.410,  1003.600,   182.250,   287.750
NC02,2015-01-13, 13, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2015-01-14, 14, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2015-01-15, 15, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2015-01-16, 16,749290.000,  6824.600,   955.680,  4621.300,   836.900,  1319.700
NC02,2015-01-17, 17,725260.000,  6890.300,   957.250,  4662.900,   842.710,  1329.900
NC02,2015-01-18, 18,538450.000,  5585.200,   757.440,  3730.200,   697.330,  1090.700
NC02,2015-01-19, 19,757100.000,  6569.700,   931.520,  4518.000,   768.190,  1237.400
NC02,2015-01-20, 20,796640.000,  7136.900,   997.730,  4828.800,   888.860,  1393.000
