#Daily/Hourly Sums represent an integration over time. Basically by summing the readings over the number of seconds in the measurement period, the units of radiant power are converted to radiant energy and are useful for studying effects related to exposure. Current available values are Caldwell biological spectral weighting function, Flint biological spectral weighting function, erythemally weighted irradiance, UV-A irradiance, and UV-B irradiance and spectral weighting function Vitamin D.
#Location: North Carolina,Raleigh
#Latitude: 35.728000 N
#Longitude: 78.680000 W
#Elevation: 120 m
#Internal ID: NC02
#Local Standard Date Time: YYYY-MM-DD
#Local Day of year: DOY
#Sums: UVA (J/(m^2 day/hour)), UVB (J/(m^2 day/hour)), Erythemal (J/(m^2 day/hour)), Flint (J/(m^2 day/hour)), Caldwell (J/(m^2 day/hour)), Vitamin D (J/(m^2 day/hour))
ID  ,Date      ,DOY,       UVA,       UVB, Erythemal,     Flint,  Caldwell, Vitamin D
NC02,2012-01-01,  1,676820.000,  6856.200,   916.590,  4563.100,   859.500,  1340.200
NC02,2012-01-02,  2,605540.000,  6127.200,   827.960,  4107.000,   721.020,  1154.600
NC02,2012-01-03,  3,514340.000,  3954.600,   599.980,  2913.100,   366.140,   663.100
NC02,2012-01-04,  4,604120.000,  6491.000,   862.620,  4294.600,   784.120,  1240.700
NC02,2012-01-05,  5,539890.000,  5781.100,   774.560,  3861.900,   670.520,  1080.600
NC02,2012-01-06,  6,639490.000,  7457.600,   979.870,  4836.600,   987.790,  1505.000
NC02,2012-01-07,  7,557080.000,  5999.600,   802.450,  3998.100,   700.420,  1125.300
NC02,2012-01-08,  8,415740.000,  5105.700,   661.980,  3326.200,   640.930,   997.600
NC02,2012-01-09,  9, 92090.000,  1305.100,   164.990,   850.340,   155.210,   246.980
NC02,2012-01-10, 10,564250.000,  7608.100,   977.570,  4858.700,  1062.200,  1585.500
NC02,2012-01-11, 11,107680.000,  1469.600,   186.920,   959.650,   173.430,   276.960
NC02,2012-01-12, 12,582380.000,  7108.000,   925.560,  4620.900,   915.480,  1410.400
NC02,2012-01-13, 13, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2012-01-14, 14,639560.000,  7305.200,   970.790,  4819.000,   912.270,  1425.000
NC02,2012-01-15, 15,595570.000,  6838.500,   901.500,  4511.100,   830.000,  1311.400
NC02,2012-01-16, 16,465320.000,  6263.700,   798.920,  4013.800,   825.310,  1259.500
NC02,2012-01-17, 17,463120.000,  5862.900,   759.320,  3783.100,   788.570,  1194.000
NC02,2012-01-18, 18,645430.000,  8505.300,  1097.300,  5449.900,  1166.000,  1752.800
NC02,2012-01-19, 19,600240.000,  6811.500,   907.540,  4530.200,   784.500,  1269.200
NC02,2012-01-20, 20,439170.000,  6148.400,   781.020,  3927.300,   803.120,  1229.700
NC02,2012-01-21, 21,181060.000,  2644.600,   331.870,  1683.000,   346.560,   529.690
NC02,2012-01-22, 22,162370.000,  2732.400,   336.650,  1721.000,   363.130,   551.890
NC02,2012-01-23, 23,152430.000,  2341.700,   291.510,  1492.800,   290.590,   454.210
NC02,2012-01-24, 24,479140.000,  6882.200,   871.350,  4355.900,   920.960,  1396.500
NC02,2012-01-25, 25,691510.000,  9551.100,  1219.400,  6045.200,  1314.800,  1972.500
NC02,2012-01-26, 26,427050.000,  6577.000,   829.470,  4128.900,   945.430,  1395.500
NC02,2012-01-27, 27,593970.000,  8147.000,  1044.900,  5194.000,  1115.200,  1677.200
NC02,2012-01-28, 28,788150.000, 11245.000,  1447.100,  7090.900,  1652.200,  2421.300
NC02,2012-01-29, 29,791180.000, 10645.000,  1379.100,  6776.800,  1502.500,  2234.900
NC02,2012-01-30, 30,707920.000,  9477.400,  1227.300,  6098.700,  1240.400,  1900.800
NC02,2012-01-31, 31,702840.000,  8971.200,  1167.700,  5801.900,  1146.700,  1773.600
NC02,2012-02-01, 32,622790.000,  8461.200,  1094.300,  5399.300,  1170.900,  1755.100
NC02,2012-02-02, 33,699430.000,  9620.000,  1238.700,  6149.200,  1292.400,  1959.500
NC02,2012-02-03, 34,790460.000, 10666.000,  1383.900,  6820.900,  1477.000,  2213.900
NC02,2012-02-04, 35,357130.000,  5106.600,   653.470,  3258.400,   699.150,  1052.000
NC02,2012-02-05, 36,128160.000,  2280.000,   284.540,  1430.900,   322.860,   479.460
NC02,2012-02-06, 37,508980.000,  8107.100,  1022.200,  5102.000,  1153.400,  1709.800
NC02,2012-02-07, 38,769240.000, 11039.000,  1416.900,  6993.000,  1561.400,  2320.700
NC02,2012-02-08, 39,462760.000,  6716.300,   855.930,  4259.000,   936.020,  1398.500
NC02,2012-02-09, 40,807710.000, 11655.000,  1496.900,  7386.500,  1633.800,  2437.000
NC02,2012-02-10, 41,332260.000,  4806.500,   609.740,  3085.300,   603.700,   940.020
NC02,2012-02-11, 42, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2012-02-12, 43,836200.000, 12310.000,  1587.300,  7822.100,  1710.700,  2560.900
NC02,2012-02-13, 44,885280.000, 15016.000,  1923.500,  9308.600,  2397.300,  3412.700
NC02,2012-02-14, 45,534870.000,  8537.700,  1076.900,  5359.500,  1195.800,  1783.300
NC02,2012-02-15, 46,876050.000, 14207.000,  1810.200,  8850.600,  2153.100,  3120.100
NC02,2012-02-16, 47,264840.000,  5227.300,   648.780,  3213.900,   811.350,  1165.200
NC02,2012-02-17, 48,826760.000, 14397.000,  1844.700,  8897.800,  2347.100,  3317.600
NC02,2012-02-18, 49,876320.000, 15752.000,  2022.000,  9715.300,  2610.400,  3669.900
NC02,2012-02-19, 50,160250.000,  3143.900,   390.250,  1955.200,   468.550,   682.730
NC02,2012-02-20, 51,947670.000, 15892.000,  2032.800,  9873.600,  2498.500,  3574.800
