#Daily/Hourly Sums represent an integration over time. Basically by summing the readings over the number of seconds in the measurement period, the units of radiant power are converted to radiant energy and are useful for studying effects related to exposure. Current available values are Caldwell biological spectral weighting function, Flint biological spectral weighting function, erythemally weighted irradiance, UV-A irradiance, and UV-B irradiance and spectral weighting function Vitamin D.
#Location: North Carolina,Raleigh
#Latitude: 35.728000 N
#Longitude: 78.680000 W
#Elevation: 120 m
#Internal ID: NC02
#Local Standard Date Time: YYYY-MM-DD
#Local Day of year: DOY
#Sums: UVA (J/(m^2 day/hour)), UVB (J/(m^2 day/hour)), Erythemal (J/(m^2 day/hour)), Flint (J/(m^2 day/hour)), Caldwell (J/(m^2 day/hour)), Vitamin D (J/(m^2 day/hour))
ID  ,Date      ,DOY,       UVA,       UVB, Erythemal,     Flint,  Caldwell, Vitamin D
NC02,2020-01-01,  1, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-02,  2, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-03,  3, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-04,  4, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-05,  5, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-06,  6, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-07,  7, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-08,  8, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-09,  9, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-10, 10, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-11, 11, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-12, 12, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-13, 13, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-14, 14, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-15, 15, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-16, 16, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-17, 17, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-18, 18, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-19, 19, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-20, 20, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-21, 21, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-22, 22, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-23, 23, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-24, 24, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-25, 25, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-26, 26, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-27, 27, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-28, 28, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-29, 29, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-30, 30, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-01-31, 31, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-02-01, 32, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2020-02-02, 33, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
