#Daily/Hourly Sums represent an integration over time. Basically by summing the readings over the number of seconds in the measurement period, the units of radiant power are converted to radiant energy and are useful for studying effects related to exposure. Current available values are Caldwell biological spectral weighting function, Flint biological spectral weighting function, erythemally weighted irradiance, UV-A irradiance, and UV-B irradiance and spectral weighting function Vitamin D.
#Location: North Carolina,Raleigh
#Latitude: 35.728000 N
#Longitude: 78.680000 W
#Elevation: 120 m
#Internal ID: NC02
#Local Standard Date Time: YYYY-MM-DD
#Local Day of year: DOY
#Sums: UVA (J/(m^2 day/hour)), UVB (J/(m^2 day/hour)), Erythemal (J/(m^2 day/hour)), Flint (J/(m^2 day/hour)), Caldwell (J/(m^2 day/hour)), Vitamin D (J/(m^2 day/hour))
ID  ,Date      ,DOY,       UVA,       UVB, Erythemal,     Flint,  Caldwell, Vitamin D
NC02,2018-01-01,  1, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2018-01-02,  2, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2018-01-03,  3,212660.000,  2788.200,   359.290,  1843.500,   279.310,   482.030
NC02,2018-01-04,  4,413570.000,  4782.300,   643.470,  3248.400,   459.150,   811.970
NC02,2018-01-05,  5,527520.000,  7070.200,   914.160,  4574.300,   848.340,  1346.800
NC02,2018-01-06,  6,420170.000,  5103.400,   676.580,  3408.200,   518.430,   890.010
NC02,2018-01-07,  7,485150.000,  6443.300,   832.070,  4184.800,   728.030,  1186.700
NC02,2018-01-08,  8,414880.000,  5752.100,   734.200,  3718.900,   652.850,  1062.600
NC02,2018-01-09,  9,491900.000,  7579.700,   949.430,  4766.600,   985.070,  1510.200
NC02,2018-01-10, 10,493050.000,  7569.300,   952.580,  4781.500,   994.650,  1518.900
NC02,2018-01-11, 11,208450.000,  3643.600,   446.890,  2278.200,   486.780,   738.970
NC02,2018-01-12, 12,210060.000,  3893.800,   476.880,  2408.000,   552.570,   818.930
NC02,2018-01-13, 13,523700.000,  8171.500,  1030.700,  5152.000,  1106.200,  1670.000
NC02,2018-01-14, 14,561090.000,  8414.300,  1069.100,  5335.200,  1100.200,  1684.300
NC02,2018-01-15, 15,442900.000,  6183.200,   794.110,  3994.500,   715.450,  1153.500
NC02,2018-01-16, 16,481360.000,  7138.200,   900.940,  4540.300,   890.140,  1389.200
NC02,2018-01-17, 17, 44956.000,   652.900,    82.495,   429.250,    63.535,   111.190
NC02,2018-01-18, 18,637190.000,  8456.300,  1099.100,  5546.000,   939.910,  1542.100
NC02,2018-01-19, 19,557360.000,  7826.800,  1001.400,  5071.200,   890.080,  1448.100
NC02,2018-01-20, 20,605970.000,  9130.100,  1155.000,  5777.700,  1180.200,  1815.500
NC02,2018-01-21, 21,600340.000,  9263.100,  1165.800,  5832.100,  1211.000,  1853.800
NC02,2018-01-22, 22,408430.000,  6928.000,   859.340,  4320.500,   946.800,  1423.800
NC02,2018-01-23, 23,446960.000,  7303.200,   909.810,  4572.600,   966.310,  1472.000
NC02,2018-01-24, 24,615700.000,  9385.700,  1184.400,  5922.100,  1211.200,  1864.500
NC02,2018-01-25, 25,600140.000,  8417.300,  1080.000,  5411.700,   998.950,  1595.300
NC02,2018-01-26, 26,580500.000,  9259.400,  1160.100,  5795.000,  1233.400,  1874.200
NC02,2018-01-27, 27,595950.000,  9910.000,  1237.000,  6158.100,  1375.100,  2056.400
NC02,2018-01-28, 28,192490.000,  3571.800,   435.630,  2210.300,   484.710,   730.670
NC02,2018-01-29, 29,225320.000,  4227.500,   515.980,  2618.300,   578.290,   869.190
NC02,2018-01-30, 30,623130.000,  8189.000,  1072.900,  5356.200,   930.820,  1512.800
NC02,2018-01-31, 31, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2018-02-02, 33,616640.000,  8877.800,  1134.500,  5686.900,  1079.700,  1705.400
NC02,2018-02-03, 34,686610.000, 11067.000,  1385.200,  6904.700,  1499.600,  2263.600
NC02,2018-02-04, 35, 68808.000,  1213.100,   146.300,   758.570,   143.580,   228.750
NC02,2018-02-05, 36,677460.000, 10128.000,  1282.600,  6450.100,  1244.900,  1957.300
NC02,2018-02-06, 37,589780.000,  9731.600,  1205.900,  6069.600,  1288.200,  1962.200
NC02,2018-02-07, 38,207240.000,  3781.300,   461.190,  2343.500,   503.720,   764.890
NC02,2018-02-08, 39,568880.000,  9123.100,  1138.800,  5746.200,  1161.500,  1798.100
NC02,2018-02-09, 40,708810.000, 11836.000,  1478.100,  7374.000,  1618.300,  2434.800
NC02,2018-02-10, 41,245850.000,  4502.600,   548.050,  2795.800,   598.130,   909.330
NC02,2018-02-11, 42,251940.000,  5022.100,   610.660,  3079.200,   717.190,  1060.500
NC02,2018-02-12, 43,210380.000,  4043.000,   491.560,  2494.000,   557.360,   835.420
NC02,2018-02-13, 44,232980.000,  4661.100,   564.710,  2858.300,   657.310,   976.680
NC02,2018-02-14, 45,558120.000, 10736.000,  1325.600,  6573.700,  1613.300,  2342.600
NC02,2018-02-15, 46,550350.000, 11021.000,  1366.200,  6734.100,  1705.000,  2451.700
NC02,2018-02-16, 47,750450.000, 14217.000,  1766.700,  8702.900,  2160.400,  3125.200
NC02,2018-02-17, 48,217390.000,  4768.900,   587.950,  2896.600,   768.310,  1089.200
NC02,2018-02-18, 49,896600.000, 17430.000,  2219.400, 10681.000,  2881.000,  4053.500
NC02,2018-02-19, 50,232320.000,  5227.700,   643.300,  3167.100,   846.010,  1197.400
NC02,2018-02-20, 51,555620.000, 11609.000,  1453.200,  7082.100,  1882.900,  2664.900
NC02,2018-02-21, 52,616280.000, 12940.000,  1614.800,  7876.500,  2089.300,  2961.400
NC02,2018-02-22, 53,593950.000, 12386.000,  1551.600,  7542.600,  2010.800,  2844.500
NC02,2018-02-23, 54,657630.000, 15343.000,  1971.500,  9281.100,  2796.600,  3814.200
NC02,2018-02-24, 55,699760.000, 15698.000,  1987.000,  9500.500,  2724.200,  3770.800
NC02,2018-02-25, 56,446070.000,  9386.000,  1174.200,  5705.700,  1538.300,  2168.800
NC02,2018-02-26, 57,265090.000,  6434.400,   792.040,  3871.000,  1063.500,  1494.600
NC02,2018-02-27, 58,939890.000, 18277.000,  2273.800, 11173.000,  2781.200,  4022.600
NC02,2018-02-28, 59, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2018-03-01, 60,127270.000,  2726.800,   329.980,  1660.800,   399.080,   584.780
NC02,2018-03-02, 61,958310.000, 18050.000,  2240.000, 11104.000,  2615.000,  3850.500
NC02,2018-03-03, 62,954470.000, 17456.000,  2163.700, 10781.000,  2432.100,  3636.300
NC02,2018-03-04, 63,974500.000, 18805.000,  2332.400, 11506.000,  2787.600,  4069.900
NC02,2018-03-05, 64,893230.000, 17596.000,  2177.300, 10757.000,  2612.300,  3811.400
NC02,2018-03-06, 65,174960.000,  3462.400,   419.560,  2130.100,   468.750,   708.040
NC02,2018-03-07, 66,531870.000,  9911.100,  1218.100,  6115.200,  1357.200,  2042.300
NC02,2018-03-08, 67,543930.000,  9088.400,  1119.100,  5730.300,  1090.100,  1731.400
NC02,2018-03-09, 68,811810.000, 13796.000,  1694.800,  8609.500,  1729.600,  2694.800
NC02,2018-03-10, 69,392980.000,  7328.500,   890.150,  4523.700,   955.910,  1465.000
NC02,2018-03-11, 70,170560.000,  3287.800,   396.010,  2027.200,   426.010,   652.880
NC02,2018-03-12, 71, 56299.000,   906.890,   110.820,   578.850,   100.530,   164.180
NC02,2018-03-13, 72,927690.000, 16236.000,  2001.300, 10096.000,  2109.700,  3240.600
NC02,2018-03-14, 73,730890.000, 10744.000,  1353.600,  6920.600,  1207.200,  1976.500
NC02,2018-03-15, 74,846780.000, 14253.000,  1760.700,  8907.300,  1796.100,  2793.400
NC02,2018-03-16, 75,956810.000, 19522.000,  2412.600, 11877.000,  2935.200,  4262.900
NC02,2018-03-17, 76,763200.000, 14904.000,  1834.400,  9121.500,  2138.300,  3159.900
NC02,2018-03-18, 77,1022900.000, 21338.000,  2630.800, 12945.000,  3243.400,  4690.700
NC02,2018-03-19, 78,624850.000, 13281.000,  1612.300,  8046.700,  1945.200,  2851.200
NC02,2018-03-20, 79,254810.000,  5881.100,   709.560,  3552.800,   880.710,  1279.700
NC02,2018-03-21, 80,429440.000,  7483.300,   914.990,  4706.000,   904.120,  1431.600
NC02,2018-03-22, 81,919810.000, 16448.000,  2020.000, 10213.000,  2142.700,  3288.000
NC02,2018-03-23, 82,1062600.000, 19664.000,  2419.400, 12110.000,  2695.900,  4049.700
NC02,2018-03-24, 83,581680.000, 12550.000,  1531.500,  7599.000,  1871.300,  2724.100
NC02,2018-03-25, 84,899950.000, 18931.000,  2321.400, 11508.000,  2805.900,  4095.400
NC02,2018-03-26, 85,1161200.000, 24651.000,  3039.600, 14935.000,  3767.500,  5438.000
NC02,2018-03-27, 86,376000.000,  9468.100,  1160.900,  5670.600,  1548.000,  2182.000
NC02,2018-03-28, 87,995310.000, 25785.000,  3245.000, 15385.000,  4578.200,  6282.000
NC02,2018-03-29, 88,1031700.000, 25556.000,  3233.600, 15315.000,  4507.500,  6199.400
NC02,2018-03-30, 89,555510.000, 14417.000,  1777.200,  8604.100,  2431.300,  3390.800
NC02,2018-03-31, 90, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000, -9998.000
NC02,2018-04-01, 91,1129500.000, 25462.000,  3126.500, 15300.000,  4019.300,  5733.900
NC02,2018-04-02, 92,1037800.000, 24894.000,  3079.300, 14897.000,  4110.500,  5773.400
NC02,2018-04-03, 93,873730.000, 22843.000,  2888.100, 13633.000,  4094.600,  5601.000
