Date,Code,SampleID,type,std,i161,i196,Ratio,calBatch
2024-07-02T00:00:00Z,2534,cal4.3,cal,va4.6,6586473,3681279,1.7891806081527644,a
2024-07-02T00:00:00Z,2535,cal4.4,cal,va4.6,8685234,3759216,2.3103843993002795,a
2024-07-02T00:00:00Z,2536,J213,polcal,va4.6,849782,3793159,0.2240301553401795,a
2024-07-02T00:00:00Z,2537,J214,polcal,va4.6,3044476,3846114,0.7915719606855127,a
2024-07-02T00:00:00Z,2538,J215,polcal,va4.6,4982144,3905955,1.2755251916624744,a
2024-07-02T00:00:00Z,2539,J216,polcal,va4.6,8174296,4165498,1.962381448748745,a
2024-07-02T00:00:00Z,2540,M051,sample,va4.6,1159581,4043206,0.28679740779965207,a
2024-07-02T00:00:00Z,2451,M054,sample,va4.6,1483977,4243090,0.34973969442081126,a
2024-07-02T00:00:00Z,2542,M057,sample,va4.6,1576366,4119490,0.3826604749617064,a
2024-07-02T00:00:00Z,2543,M060,sample,va4.6,1527098,4222045,0.36169628698888806,a
2024-07-02T00:00:00Z,2544,M063,sample,va4.6,673228,4250858,0.15837461519533233,a
2024-07-02T00:00:00Z,2545,M066,sample,va4.6,1138014,4073532,0.2793678802572313,a
2024-07-02T00:00:00Z,2546,M069,sample,va4.6,1088231,4081489,0.26662597890132744,a
2024-07-02T00:00:00Z,2547,M072,sample,va4.6,996121,4162993,0.23928000839780417,a
2024-07-02T00:00:00Z,2548,J217,polcal,va4.6,1076703,4141178,0.259999207954838,a
2024-07-02T00:00:00Z,2549,J218,polcal,va4.6,3062727,4130223,0.741540347821413,a
2024-07-02T00:00:00Z,2550,J219,polcal,va4.6,5517366,4303878,1.2819522300585657,a
2024-07-02T00:00:00Z,2551,J220,polcal,va4.6,8098622,4308229,1.8798030466811304,a
